,ID_COMPTE,MT_VM,PC_GAR_ECH,MT_GAR_ECH,PC_GAR_DECES,FREQ_RESET_DECES,MAX_RESET_DECES,MT_GAR_DECES,PC_REVENU_FDS,PC_HONORAIRES_GEST,TX_COMM_VENTE,TX_COMM_MAINTIEN,FRAIS_ACQUI,FRAIS_ADMIN,age_deb
228,229,14738.0,1.0,14738.0,1.0,1,80,14738.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,41
229,230,53412.0,1.0,53412.0,1.0,1,80,53412.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,64
230,231,98852.0,1.0,98852.0,1.0,1,80,98852.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,71
231,232,96130.0,1.0,96130.0,1.0,1,80,96130.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,9
232,233,41583.0,1.0,41583.0,1.0,1,80,41583.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,10
233,234,63596.0,1.0,63596.0,1.0,1,80,63596.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,45
234,235,98117.0,1.0,98117.0,1.0,1,80,98117.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,53
235,236,32069.0,1.0,32069.0,1.0,1,80,32069.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,50
236,237,63222.0,1.0,63222.0,1.0,1,80,63222.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,17
237,238,76019.0,1.0,76019.0,1.0,1,80,76019.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,82
238,239,1718.0,1.0,1718.0,1.0,1,80,1718.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,30
239,240,19243.0,1.0,19243.0,1.0,1,80,19243.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,93
240,241,20874.0,1.0,20874.0,1.0,1,80,20874.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,36
241,242,84986.0,1.0,84986.0,1.0,1,80,84986.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,71
242,243,12705.0,1.0,12705.0,1.0,1,80,12705.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,70
243,244,87399.0,1.0,87399.0,1.0,1,80,87399.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,16
244,245,43210.0,1.0,43210.0,1.0,1,80,43210.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,17
245,246,99798.0,1.0,99798.0,1.0,1,80,99798.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,54
246,247,24702.0,1.0,24702.0,1.0,1,80,24702.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,20
247,248,21297.0,1.0,21297.0,1.0,1,80,21297.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,77
248,249,37829.0,1.0,37829.0,1.0,1,80,37829.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,66
249,250,27840.0,1.0,27840.0,1.0,1,80,27840.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,46
250,251,40952.0,1.0,40952.0,1.0,1,80,40952.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,16
251,252,75114.0,1.0,75114.0,1.0,1,80,75114.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,28
252,253,29105.0,1.0,29105.0,1.0,1,80,29105.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,51
253,254,219.0,1.0,219.0,1.0,1,80,219.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,49
254,255,93030.0,1.0,93030.0,1.0,1,80,93030.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,36
255,256,86153.0,1.0,86153.0,1.0,1,80,86153.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,85
256,257,16375.0,1.0,16375.0,1.0,1,80,16375.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,58
257,258,41933.0,1.0,41933.0,1.0,1,80,41933.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,30
258,259,89341.0,1.0,89341.0,1.0,1,80,89341.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,18
259,260,75758.0,1.0,75758.0,1.0,1,80,75758.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,36
260,261,68147.0,1.0,68147.0,1.0,1,80,68147.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,67
261,262,79972.0,1.0,79972.0,1.0,1,80,79972.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,76
262,263,40874.0,1.0,40874.0,1.0,1,80,40874.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,76
263,264,17329.0,1.0,17329.0,1.0,1,80,17329.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,27
264,265,70736.0,1.0,70736.0,1.0,1,80,70736.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,52
265,266,40814.0,1.0,40814.0,1.0,1,80,40814.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,48
266,267,61794.0,1.0,61794.0,1.0,1,80,61794.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,67
267,268,88668.0,1.0,88668.0,1.0,1,80,88668.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,20
268,269,16263.0,1.0,16263.0,1.0,1,80,16263.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,4
269,270,51072.0,1.0,51072.0,1.0,1,80,51072.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,55
270,271,74457.0,1.0,74457.0,1.0,1,80,74457.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,74
271,272,90884.0,1.0,90884.0,1.0,1,80,90884.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,58
272,273,42827.0,1.0,42827.0,1.0,1,80,42827.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,13
273,274,64136.0,1.0,64136.0,1.0,1,80,64136.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,41
274,275,75979.0,1.0,75979.0,1.0,1,80,75979.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,32
275,276,35228.0,1.0,35228.0,1.0,1,80,35228.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,4
276,277,80134.0,1.0,80134.0,1.0,1,80,80134.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,99
277,278,30524.0,1.0,30524.0,1.0,1,80,30524.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,87
278,279,34198.0,1.0,34198.0,1.0,1,80,34198.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,1
279,280,65147.0,1.0,65147.0,1.0,1,80,65147.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,0
280,281,77562.0,1.0,77562.0,1.0,1,80,77562.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,69
281,282,18342.0,1.0,18342.0,1.0,1,80,18342.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,28
282,283,66265.0,1.0,66265.0,1.0,1,80,66265.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,86
283,284,19382.0,1.0,19382.0,1.0,1,80,19382.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,44
284,285,27049.0,1.0,27049.0,1.0,1,80,27049.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,13
285,286,15259.0,1.0,15259.0,1.0,1,80,15259.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,29
286,287,5686.0,1.0,5686.0,1.0,1,80,5686.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,91
287,288,22415.0,1.0,22415.0,1.0,1,80,22415.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,31
288,289,39220.0,1.0,39220.0,1.0,1,80,39220.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,31
289,290,77378.0,1.0,77378.0,1.0,1,80,77378.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,10
290,291,54475.0,1.0,54475.0,1.0,1,80,54475.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,31
291,292,52004.0,1.0,52004.0,1.0,1,80,52004.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,6
292,293,64554.0,1.0,64554.0,1.0,1,80,64554.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,86
293,294,88911.0,1.0,88911.0,1.0,1,80,88911.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,49
294,295,54261.0,1.0,54261.0,1.0,1,80,54261.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,98
295,296,42409.0,1.0,42409.0,1.0,1,80,42409.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,14
296,297,39660.0,1.0,39660.0,1.0,1,80,39660.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,4
297,298,11842.0,1.0,11842.0,1.0,1,80,11842.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,56
298,299,76659.0,1.0,76659.0,1.0,1,80,76659.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,84
299,300,26547.0,1.0,26547.0,1.0,1,80,26547.0,0.022000000000000002,0.003,0.03,0.008,900.0,100.0,85
300,301,11901.0,0.75,8926.0,1.0,99,999,11901.0,0.02,0.003,0.03,0.008,900.0,100.0,89
301,302,92211.0,0.75,69158.0,1.0,99,999,92211.0,0.02,0.003,0.03,0.008,900.0,100.0,21
302,303,64780.0,0.75,48585.0,1.0,99,999,64780.0,0.02,0.003,0.03,0.008,900.0,100.0,77
303,304,13783.0,0.75,10337.0,1.0,99,999,13783.0,0.02,0.003,0.03,0.008,900.0,100.0,56
304,305,19152.0,0.75,14364.0,1.0,99,999,19152.0,0.02,0.003,0.03,0.008,900.0,100.0,45
305,306,12800.0,0.75,9600.0,1.0,99,999,12800.0,0.02,0.003,0.03,0.008,900.0,100.0,56
306,307,3952.0,0.75,2964.0,1.0,99,999,3952.0,0.02,0.003,0.03,0.008,900.0,100.0,84
307,308,28685.0,0.75,21513.0,1.0,99,999,28685.0,0.02,0.003,0.03,0.008,900.0,100.0,11
308,309,96104.0,0.75,72078.0,1.0,99,999,96104.0,0.02,0.003,0.03,0.008,900.0,100.0,52
309,310,20248.0,0.75,15186.0,1.0,99,999,20248.0,0.02,0.003,0.03,0.008,900.0,100.0,21
310,311,69682.0,0.75,52262.0,1.0,99,999,69682.0,0.02,0.003,0.03,0.008,900.0,100.0,97
311,312,5939.0,0.75,4454.0,1.0,99,999,5939.0,0.02,0.003,0.03,0.008,900.0,100.0,91
312,313,22262.0,0.75,16696.0,1.0,99,999,22262.0,0.02,0.003,0.03,0.008,900.0,100.0,39
313,314,46194.0,0.75,34646.0,1.0,99,999,46194.0,0.02,0.003,0.03,0.008,900.0,100.0,3
314,315,8998.0,0.75,6748.0,1.0,99,999,8998.0,0.02,0.003,0.03,0.008,900.0,100.0,3
315,316,98125.0,0.75,73594.0,1.0,99,999,98125.0,0.02,0.003,0.03,0.008,900.0,100.0,94
316,317,77449.0,0.75,58087.0,1.0,99,999,77449.0,0.02,0.003,0.03,0.008,900.0,100.0,69
317,318,56109.0,0.75,42081.0,1.0,99,999,56109.0,0.02,0.003,0.03,0.008,900.0,100.0,7
318,319,2428.0,0.75,1821.0,1.0,99,999,2428.0,0.02,0.003,0.03,0.008,900.0,100.0,27
319,320,52852.0,0.75,39639.0,1.0,99,999,52852.0,0.02,0.003,0.03,0.008,900.0,100.0,18
320,321,96879.0,0.75,72660.0,1.0,99,999,96879.0,0.02,0.003,0.03,0.008,900.0,100.0,71
321,322,86140.0,0.75,64605.0,1.0,99,999,86140.0,0.02,0.003,0.03,0.008,900.0,100.0,0
322,323,10264.0,0.75,7698.0,1.0,99,999,10264.0,0.02,0.003,0.03,0.008,900.0,100.0,64
323,324,89741.0,0.75,67306.0,1.0,99,999,89741.0,0.02,0.003,0.03,0.008,900.0,100.0,92
324,325,44240.0,0.75,33180.0,1.0,99,999,44240.0,0.02,0.003,0.03,0.008,900.0,100.0,55
325,326,77446.0,0.75,58084.0,1.0,99,999,77446.0,0.02,0.003,0.03,0.008,900.0,100.0,11
326,327,32406.0,0.75,24304.0,1.0,99,999,32406.0,0.02,0.003,0.03,0.008,900.0,100.0,96
327,328,96775.0,0.75,72582.0,1.0,99,999,96775.0,0.02,0.003,0.03,0.008,900.0,100.0,8
328,329,78708.0,0.75,59031.0,1.0,99,999,78708.0,0.02,0.003,0.03,0.008,900.0,100.0,77
329,330,23566.0,0.75,17675.0,1.0,99,999,23566.0,0.02,0.003,0.03,0.008,900.0,100.0,2
330,331,26202.0,0.75,19651.0,1.0,99,999,26202.0,0.02,0.003,0.03,0.008,900.0,100.0,91
331,332,20256.0,0.75,15192.0,1.0,99,999,20256.0,0.02,0.003,0.03,0.008,900.0,100.0,56
332,333,75233.0,0.75,56425.0,1.0,99,999,75233.0,0.02,0.003,0.03,0.008,900.0,100.0,71
333,334,8070.0,0.75,6052.0,1.0,99,999,8070.0,0.02,0.003,0.03,0.008,900.0,100.0,75
334,335,69702.0,0.75,52276.0,1.0,99,999,69702.0,0.02,0.003,0.03,0.008,900.0,100.0,23
335,336,16232.0,0.75,12174.0,1.0,99,999,16232.0,0.02,0.003,0.03,0.008,900.0,100.0,28
336,337,23468.0,0.75,17601.0,1.0,99,999,23468.0,0.02,0.003,0.03,0.008,900.0,100.0,60
337,338,94827.0,0.75,71120.0,1.0,99,999,94827.0,0.02,0.003,0.03,0.008,900.0,100.0,23
338,339,48994.0,0.75,36746.0,1.0,99,999,48994.0,0.02,0.003,0.03,0.008,900.0,100.0,99
339,340,29205.0,0.75,21903.0,1.0,99,999,29205.0,0.02,0.003,0.03,0.008,900.0,100.0,13
340,341,24880.0,0.75,18660.0,1.0,99,999,24880.0,0.02,0.003,0.03,0.008,900.0,100.0,70
341,342,90443.0,0.75,67832.0,1.0,99,999,90443.0,0.02,0.003,0.03,0.008,900.0,100.0,85
342,343,59025.0,0.75,44269.0,1.0,99,999,59025.0,0.02,0.003,0.03,0.008,900.0,100.0,12
343,344,80148.0,0.75,60111.0,1.0,99,999,80148.0,0.02,0.003,0.03,0.008,900.0,100.0,33
344,345,90669.0,0.75,68002.0,1.0,99,999,90669.0,0.02,0.003,0.03,0.008,900.0,100.0,18
345,346,52366.0,0.75,39274.0,1.0,99,999,52366.0,0.02,0.003,0.03,0.008,900.0,100.0,35
346,347,89832.0,0.75,67374.0,1.0,99,999,89832.0,0.02,0.003,0.03,0.008,900.0,100.0,25
347,348,89157.0,0.75,66867.0,1.0,99,999,89157.0,0.02,0.003,0.03,0.008,900.0,100.0,28
348,349,73843.0,0.75,55383.0,1.0,99,999,73843.0,0.02,0.003,0.03,0.008,900.0,100.0,79
349,350,20023.0,0.75,15017.0,1.0,99,999,20023.0,0.02,0.003,0.03,0.008,900.0,100.0,32
350,351,35866.0,0.75,26899.0,1.0,99,999,35866.0,0.02,0.003,0.03,0.008,900.0,100.0,26
351,352,32329.0,0.75,24247.0,1.0,99,999,32329.0,0.02,0.003,0.03,0.008,900.0,100.0,55
352,353,12672.0,0.75,9504.0,1.0,99,999,12672.0,0.02,0.003,0.03,0.008,900.0,100.0,60
353,354,14758.0,0.75,11069.0,1.0,99,999,14758.0,0.02,0.003,0.03,0.008,900.0,100.0,33
354,355,82213.0,0.75,61659.0,1.0,99,999,82213.0,0.02,0.003,0.03,0.008,900.0,100.0,80
355,356,85844.0,0.75,64383.0,1.0,99,999,85844.0,0.02,0.003,0.03,0.008,900.0,100.0,20
356,357,78232.0,0.75,58674.0,1.0,99,999,78232.0,0.02,0.003,0.03,0.008,900.0,100.0,59
357,358,17042.0,0.75,12782.0,1.0,99,999,17042.0,0.02,0.003,0.03,0.008,900.0,100.0,78
358,359,43389.0,0.75,32542.0,1.0,99,999,43389.0,0.02,0.003,0.03,0.008,900.0,100.0,70
359,360,61827.0,0.75,46370.0,1.0,99,999,61827.0,0.02,0.003,0.03,0.008,900.0,100.0,82
360,361,73548.0,0.75,55161.0,1.0,99,999,73548.0,0.02,0.003,0.03,0.008,900.0,100.0,28
361,362,64482.0,0.75,48362.0,1.0,99,999,64482.0,0.02,0.003,0.03,0.008,900.0,100.0,61
362,363,64300.0,0.75,48225.0,1.0,99,999,64300.0,0.02,0.003,0.03,0.008,900.0,100.0,52
363,364,50023.0,0.75,37517.0,1.0,99,999,50023.0,0.02,0.003,0.03,0.008,900.0,100.0,94
364,365,50743.0,0.75,38057.0,1.0,99,999,50743.0,0.02,0.003,0.03,0.008,900.0,100.0,79
365,366,84500.0,0.75,63375.0,1.0,99,999,84500.0,0.02,0.003,0.03,0.008,900.0,100.0,56
366,367,92064.0,0.75,69048.0,1.0,99,999,92064.0,0.02,0.003,0.03,0.008,900.0,100.0,78
367,368,38617.0,0.75,28963.0,1.0,99,999,38617.0,0.02,0.003,0.03,0.008,900.0,100.0,58
368,369,74121.0,0.75,55590.0,1.0,99,999,74121.0,0.02,0.003,0.03,0.008,900.0,100.0,3
369,370,74954.0,0.75,56216.0,1.0,99,999,74954.0,0.02,0.003,0.03,0.008,900.0,100.0,88
370,371,63202.0,0.75,47402.0,1.0,99,999,63202.0,0.02,0.003,0.03,0.008,900.0,100.0,13
371,372,69891.0,0.75,52418.0,1.0,99,999,69891.0,0.02,0.003,0.03,0.008,900.0,100.0,63
372,373,1160.0,0.75,870.0,1.0,99,999,1160.0,0.02,0.003,0.03,0.008,900.0,100.0,93
373,374,25034.0,0.75,18776.0,1.0,99,999,25034.0,0.02,0.003,0.03,0.008,900.0,100.0,6
374,375,78498.0,0.75,58874.0,1.0,99,999,78498.0,0.02,0.003,0.03,0.008,900.0,100.0,36
375,376,89533.0,0.75,67150.0,1.0,99,999,89533.0,0.02,0.003,0.03,0.008,900.0,100.0,75
376,377,22297.0,0.75,16723.0,1.0,99,999,22297.0,0.02,0.003,0.03,0.008,900.0,100.0,31
377,378,46735.0,0.75,35052.0,1.0,99,999,46735.0,0.02,0.003,0.03,0.008,900.0,100.0,99
378,379,28904.0,0.75,21678.0,1.0,99,999,28904.0,0.02,0.003,0.03,0.008,900.0,100.0,98
379,380,82018.0,0.75,61514.0,1.0,99,999,82018.0,0.02,0.003,0.03,0.008,900.0,100.0,80
380,381,75252.0,0.75,56439.0,1.0,99,999,75252.0,0.02,0.003,0.03,0.008,900.0,100.0,55
381,382,31831.0,0.75,23873.0,1.0,99,999,31831.0,0.02,0.003,0.03,0.008,900.0,100.0,25
382,383,37921.0,0.75,28441.0,1.0,99,999,37921.0,0.02,0.003,0.03,0.008,900.0,100.0,57
383,384,40232.0,0.75,30174.0,1.0,99,999,40232.0,0.02,0.003,0.03,0.008,900.0,100.0,43
384,385,6205.0,0.75,4654.0,1.0,99,999,6205.0,0.02,0.003,0.03,0.008,900.0,100.0,36
385,386,87626.0,0.75,65720.0,1.0,99,999,87626.0,0.02,0.003,0.03,0.008,900.0,100.0,91
386,387,95541.0,0.75,71656.0,1.0,99,999,95541.0,0.02,0.003,0.03,0.008,900.0,100.0,10
387,388,43.0,0.75,32.0,1.0,99,999,43.0,0.02,0.003,0.03,0.008,900.0,100.0,54
388,389,35358.0,0.75,26518.0,1.0,99,999,35358.0,0.02,0.003,0.03,0.008,900.0,100.0,20
389,390,54003.0,0.75,40502.0,1.0,99,999,54003.0,0.02,0.003,0.03,0.008,900.0,100.0,49
390,391,83558.0,0.75,62668.0,1.0,99,999,83558.0,0.02,0.003,0.03,0.008,900.0,100.0,38
391,392,32278.0,0.75,24209.0,1.0,99,999,32278.0,0.02,0.003,0.03,0.008,900.0,100.0,62
392,393,50469.0,0.75,37851.0,1.0,99,999,50469.0,0.02,0.003,0.03,0.008,900.0,100.0,78
393,394,19654.0,0.75,14741.0,1.0,99,999,19654.0,0.02,0.003,0.03,0.008,900.0,100.0,62
394,395,56425.0,0.75,42319.0,1.0,99,999,56425.0,0.02,0.003,0.03,0.008,900.0,100.0,55
395,396,40546.0,0.75,30410.0,1.0,99,999,40546.0,0.02,0.003,0.03,0.008,900.0,100.0,59
396,397,50125.0,0.75,37594.0,1.0,99,999,50125.0,0.02,0.003,0.03,0.008,900.0,100.0,51
397,398,84981.0,0.75,63736.0,1.0,99,999,84981.0,0.02,0.003,0.03,0.008,900.0,100.0,31
398,399,16984.0,0.75,12738.0,1.0,99,999,16984.0,0.02,0.003,0.03,0.008,900.0,100.0,8
399,400,82674.0,0.75,62005.0,1.0,99,999,82674.0,0.02,0.003,0.03,0.008,900.0,100.0,74
